0
72
178
167
71
39
69
183
147
63
197
199
172
155
140
175
28
182
149
50
157
56
129
11
99
144
135
73
177
82
139
100
16
113
132
34
161
111
42
31
128
127
117
76
8
104
48
18
54
15
180
114
195
191
52
150
12
187
83
168
94
23
170
37
102
198
165
67
166
81
61
90
137
123
95
158
1
124
79
74
65
86
35
20
62
143
26
85
122
153
33
151
164
193
173
60
103
14
58
17
131
120
154
184
145
115
51
49
2
141
107
10
84
105
41
138
43
59
152
159
112
92
21
19
53
27
176
36
88
196
148
125
7
110
134
106
186
55
109
40
98
171
78
119
163
194
5
38
47
160
87
89
24
101
57
46
130
44
70
97
13
121
118
45
91
146
4
174
136
181
179
116
169
156
93
68
142
22
77
192
190
64
80
32
188
66
185
9
3
6
108
75
96
0
29
30
189
126
25
162
133
